datetime,sog,latitude,longitude
2017-12-09 04:37:03,0.5,71.2799383333333,72.0914766666667
2017-12-09 04:37:33,0.30000001192092896,71.2799483333333,72.0913975
2017-12-09 04:38:32,0.0,71.2799708333333,72.0912683333333
2017-12-09 04:40:32,0.100000001490116,71.27997416666665,72.0911533333333
2017-12-09 04:48:25,1.1000000238418601,71.27971416666665,72.09115
2017-12-09 04:49:15,0.8000000119209291,71.27937499999999,72.09147333333334
2017-12-09 05:14:13,3.9000000953674303,71.2819416666667,72.09882
2017-12-09 05:14:32,3.70000004768372,71.28471833333336,72.10622666666666
2017-12-09 06:14:15,9.10000038146973,71.31638833333335,72.2102825
2017-12-09 06:14:43,9.60000038146973,71.348365,72.3155266666667
2017-12-09 06:14:51,9.80000019073486,71.34892500000001,72.31751333333335
2017-12-09 06:16:02,10.6000003814697,71.3501066666667,72.32185833333335
2017-12-09 06:16:33,10.8999996185303,71.35166749999999,72.32763333333335
2017-12-09 06:16:52,10.8999996185303,71.3525083333333,72.33061833333336
2017-12-09 06:17:01,10.8999996185303,71.3530108333333,72.33215666666669
2017-12-09 06:17:43,10.8000001907349,71.3540233333333,72.334585
2017-12-09 06:17:44,10.8000001907349,71.3548633333333,72.3365533333333
2017-12-09 06:17:51,10.8999996185303,71.35504499999999,72.33697749999999
2017-12-09 06:18:02,10.8999996185303,71.3554066666667,72.33783249999999
2017-12-09 06:18:03,10.8999996185303,71.3555866666667,72.3382633333333
2017-12-09 06:18:31,10.8999996185303,71.3561991666667,72.33974083333331
2017-12-09 06:18:33,10.8999996185303,71.3568116666667,72.3412183333333
2017-12-09 06:18:44,10.8999996185303,71.35703083333334,72.34173
2017-12-09 06:18:45,10.8999996185303,71.35725,72.3422416666667
2017-12-09 06:18:53,10.8000001907349,71.35742583333334,72.34267083333336
2017-12-09 06:19:01,10.8999996185303,71.35777916666669,72.34352833333335
2017-12-09 06:19:03,10.8999996185303,71.3579566666667,72.3439566666667
2017-12-09 06:19:32,11.0,71.35857583333335,72.345455
2017-12-09 06:19:44,11.0,71.359415,72.34749666666664
2017-12-09 06:19:54,11.1000003814697,71.35981833333335,72.34847916666665
2017-12-09 06:20:02,11.1000003814697,71.3601816666667,72.34936666666665
2017-12-09 06:20:13,11.1000003814697,71.3605816666667,72.3503675
2017-12-09 06:20:33,11.1000003814697,71.36120583333334,72.35190583333335
2017-12-09 06:20:45,11.0,71.36183416666665,72.35341333333334
2017-12-09 06:20:53,10.8999996185303,71.3622383333333,72.35435999999999
2017-12-09 06:21:12,10.6000003814697,71.3628083333333,72.3557325
2017-12-09 06:23:54,8.39999961853027,71.36601916666666,72.36331833333335
2017-12-09 06:27:03,2.5999999046325697,71.37066666666665,72.3741575
2017-12-09 07:50:53,0.0,71.3727333333333,72.37873583333331
2017-12-09 07:51:12,0.0,71.3729725,72.37911
2017-12-09 07:51:43,0.0,71.37297083333334,72.37910583333337
2017-12-09 07:51:51,0.0,71.37296916666665,72.37910666666667
2017-12-09 07:52:21,0.0,71.372965,72.3791125
2017-12-09 07:52:32,0.0,71.37296083333334,72.37911833333335
2017-12-09 07:52:43,0.0,71.37295833333334,72.37912083333336
2017-12-09 07:52:52,0.0,71.37295499999999,72.3791241666667
2017-12-09 07:53:11,0.0,71.3729525,72.37913
2017-12-09 07:53:22,0.0,71.3729516666667,72.37913416666663
2017-12-09 07:53:53,0.0,71.37295,72.37913416666663
2017-12-09 07:54:04,0.0,71.3729475,72.37913416666663
2017-12-09 07:54:13,0.0,71.37294666666669,72.37913666666664
2017-12-09 07:54:21,0.0,71.37294666666669,72.37914
2017-12-09 07:54:22,0.0,71.37294666666669,72.3791416666667
2017-12-09 07:54:44,0.0,71.37294666666669,72.37914
2017-12-09 07:54:52,0.0,71.37294583333335,72.37913666666664
2017-12-09 07:55:03,0.0,71.37294416666666,72.37913333333333
2017-12-09 07:55:14,0.0,71.3729433333333,72.37913
2017-12-09 07:55:23,0.0,71.3729433333333,72.3791275
2017-12-09 07:55:34,0.0,71.37294166666665,72.37912499999999
2017-12-09 07:56:13,0.0,71.37294166666665,72.37911
2017-12-09 07:56:24,0.0,71.3729433333333,72.3790916666667
2017-12-09 07:56:33,0.0,71.37294166666665,72.3790841666667
2017-12-09 07:56:54,0.0,71.3729375,72.37907833333335
2017-12-09 07:57:14,0.0,71.37293416666665,72.37908
2017-12-09 07:57:23,0.0,71.37293416666665,72.3790925
2017-12-09 07:57:34,0.0,71.37293666666665,72.37910666666664
2017-12-09 07:57:44,0.0,71.37294,72.37911833333331
2017-12-09 09:27:13,0.100000001490116,71.372955,72.37915916666665
2017-12-09 09:27:33,0.100000001490116,71.3729675,72.379195
2017-12-09 09:27:41,0.100000001490116,71.37296583333335,72.37919416666665
2017-12-09 09:29:02,0.100000001490116,71.37297333333336,72.3791758333333
2017-12-09 09:30:34,0.0,71.3729766666667,72.379165
2017-12-09 09:30:43,0.0,71.3729716666667,72.37917333333334
2017-12-09 09:31:02,0.0,71.37297083333334,72.3791775
2017-12-09 09:31:22,0.0,71.37296916666665,72.37917916666666
2017-12-09 09:31:52,0.0,71.37296666666666,72.3791808333333
2017-12-09 09:32:14,0.0,71.37296583333335,72.379185
2017-12-09 09:32:23,0.0,71.3729666666667,72.3791866666667
2017-12-09 09:32:34,0.0,71.3729666666667,72.3791866666667
2017-12-09 09:32:43,0.0,71.3729666666667,72.37918583333334
2017-12-09 09:33:44,0.0,71.37296583333335,72.37917416666664
2017-12-09 09:34:34,0.0,71.37296500000002,72.37916
2017-12-09 09:34:54,0.0,71.37296333333336,72.379155
2017-12-09 09:40:44,0.0,71.37297000000001,72.379155
2017-12-09 11:03:21,11.8000001907349,71.47962749999999,72.49678083333336
2017-12-09 11:04:22,12.3000001907349,71.58782416666669,72.61650333333336
2017-12-09 11:06:53,12.8000001907349,71.59339833333334,72.623955
2017-12-09 11:07:44,12.6000003814697,71.5988025,72.6311358333333
2017-12-09 11:08:13,12.5,71.60095583333336,72.6339758333333
2017-12-09 11:08:45,12.3999996185303,71.60254416666669,72.63613
2017-12-09 11:10:05,12.1000003814697,71.60535833333336,72.640515
2017-12-09 11:13:46,12.3000001907349,71.61281416666665,72.6534433333333
2017-12-09 12:03:05,12.6999998092651,71.69027,72.78383583333331
2017-12-09 12:39:03,11.0,71.81954333333336,72.94224166666666
2017-12-09 12:39:22,11.1999998092651,71.87728,72.97959416666666
2017-12-09 12:39:31,11.1999998092651,71.87799333333334,72.97908166666664
2017-12-09 12:39:51,11.3000001907349,71.8787216666667,72.97856166666665
2017-12-09 12:40:02,11.3999996185303,71.8795075,72.97799083333331
2017-12-09 12:40:21,11.5,71.88031000000001,72.9774225
2017-12-09 12:40:52,11.6000003814697,71.88156583333335,72.976575
2017-12-09 12:41:22,11.8000001907349,71.88314833333334,72.9755958333333
2017-12-09 12:51:24,11.5,71.90027,72.9707275
2017-12-09 13:42:23,13.1000003814697,71.9901683333333,72.99452583333334
2017-12-09 14:15:33,8.0,72.100765,73.06684333333335
2017-12-09 14:15:42,8.10000038146973,72.1379325,73.11120333333335
2017-12-09 14:15:52,8.199999809265138,72.13825750000001,73.11164583333334
2017-12-09 14:16:02,8.300000190734862,72.1385825,73.1121275
2017-12-09 14:16:51,8.5,72.1395675,73.11407750000001
2017-12-09 14:17:02,8.60000038146973,72.1405375,73.11615499999999
2017-12-09 14:17:52,7.900000095367429,72.1414433333333,73.11842999999999
2017-12-09 14:18:03,7.699999809265139,72.1423375,73.1207416666667
2017-12-09 14:18:53,7.400000095367429,72.14312083333334,73.12299250000001
2017-12-09 14:19:52,6.800000190734861,72.14446166666664,73.1269075
2017-12-09 14:20:53,6.900000095367429,72.145835,73.13111583333335
2017-12-09 14:21:04,7.099999904632571,72.1466375,73.13362833333336
2017-12-09 14:21:44,7.599999904632571,72.1472458333333,73.13557750000001
2017-12-09 14:22:12,8.10000038146973,72.14812166666664,73.1382733333333
2017-12-09 14:22:14,8.10000038146973,72.14851999999998,73.1394183333333
2017-12-09 14:23:04,9.19999980926514,72.14931833333334,73.1416083333333
2017-12-09 14:23:05,9.19999980926514,72.1501166666667,73.14379833333331
2017-12-09 14:24:44,11.1000003814697,72.1519425,73.14852416666665
2017-12-09 14:25:04,11.3000001907349,72.1541958333333,73.15435333333335
2017-12-09 14:26:05,11.3999996185303,72.15586583333331,73.1586666666667
2017-12-09 14:26:44,10.6999998092651,72.15786166666665,73.16398833333335
